Source;Target;Weight
ChastnyjPristav;Gorodnichij;4
ChastnyjPristav;Dobchinskij;3
AmmosFedorovichLjapkinTjapkin;Dobchinskij;4
ZhenaKorobkina;ZhenaLukiLukicha;1
Lulukov;Pochtmejster;1
Bobchinskij;Hlestakov;3
Dobchinskij;ZhenaLukiLukicha;1
ChastnyjPristav;ZhenaLukiLukicha;1
Osip;UnterOfitsersha;2
Korobkin;Rastakovskij;2
AnnaAndreevna;Pochtmejster;1
Gorodnichij;OdnaIzDam;1
ArtemijFilippoovich;Pochtmejster;1
ChastnyjPristav;Svistunov;1
Gorodnichij;Rastakovskij;2
Dobchinskij;ZhenaKorobkina;2
ChastnyjPristav;OdnaIzDam;1
Gostja;OdnaIzDam;1
Kuptsy;Slesarsha;1
AmmosFedorovichLjapkinTjapkin;Lekar;1
Dobchinskij;Kvartalnyj;1
Bobchinskij;Lulukov;1
Osip;Sluga;1
Bobchinskij;ChastnyjPristav;3
Lekar;Pochtmejster;1
Lulukov;ZhenaLukiLukicha;1
Kuptsy;Rastakovskij;1
Dobchinskij;Rastakovskij;2
Dobchinskij;Lekar;1
Korobkin;ZhenaLukiLukicha;1
Kvartalnyj;LukaLukich;1
Kuptsy;Pochtmejster;1
ArtemijFilippovichZemljanika;ZhenaLukiLukicha;1
ChastnyjPristav;Rastakovskij;2
AnnaAndreevna;Kuptsy;2
Kuptsy;MarjaAntonovna;1
MnogieIzGostej;Rastakovskij;2
ChastnyjPristav;Korobkin;2
Gorodnichij;Gostja;2
Lekar;Svistunov;1
Lulukov;Rastakovskij;1
Bobchinskij;Lekar;1
Pochtmejster;ZhenaKorobkina;1
OdinIzKuptsov;Slesarsha;1
ArtemijFilippovichZemljanika;Korobkin;2
ArtemijFilippovichZemljanika;Kuptsy;1
Dobchinskij;Lulukov;1
OdnaIzDam;Rastakovskij;1
Korobkin;OdnaIzDam;1
Kuptsy;LukaLukich;1
ArtemijFilippovichZemljanika;ChastnyjPristav;3
Bobchinskij;Gostja;2
AnnaAndreevna;Hlestakov;5
Gorodnichij;Kvartalnyj;2
AmmosFedorovichLjapkinTjapkin;Hlestakov;1
AmmosFedorovichLjapkinTjapkin;Svistunov;1
Hlestakov;MarjaAntonovna;5
AmmosFedorovichLjapkinTjapkin;Gorodnichij;5
ArtemijFilippovichZemljanika;LukaLukich;6
Gorodnichij;Svistunov;1
LukaLukich;Svistunov;1
MarjaAntonovna;OdnaIzDam;1
Ljuljukov;ZhenaKorobkina;1
MarjaAntonovna;MnogieIzGostej;2
Kvartalnyj;Pochtmejster;1
Pochtmejster;Svistunov;1
OdinIzKuptsov;Osip;1
Derzhimorda;Kuptsy;1
Gorodnichij;OdinIzKuptsov;1
ChastnyjPristav;Pochtmejster;2
ArtemijFilippovichZemljanika;MarjaAntonovna;2
Dobchinskij;Pochtmejster;3
MarjaAntonovna;Rastakovskij;2
Hlestakov;Pochtmejster;1
Bobchinskij;Gorodnichij;6
LukaLukich;OdnaIzDam;1
Gorodnichij;Kuptsy;2
AmmosFedorovichLjapkinTjapkin;OdnaIzDam;1
Gostja;Rastakovskij;2
AmmosFedorovichLjapkinTjapkin;ArtemijFilippovichZemljanika;6
ChastnyjPristav;ZhenaKorobkina;2
Gostja;MarjaAntonovna;2
AmmosFedorovichLjapkinTjapkin;ZhenaKorobkina;2
Lulukov;MnogieIzGostej;1
LukaLukich;MarjaAntonovna;2
ArtemijFilippovichZemljanika;Gostja;2
Kuptsy;ZhenaLukiLukicha;1
MarjaAntonovna;Pochtmejster;1
Kuptsy;OdinIzKuptsov;2
ChastnyjPristav;MarjaAntonovna;2
ChastnyjPristav;Kvartalnyj;1
Kuptsy;OdnaIzDam;1
MnogieIzGostej;ZhenaKorobkina;2
GolosJamschika;Gorodnichij;1
Dobchinskij;MarjaAntonovna;3
Kuptsy;MnogieIzGostej;1
AnnaAndreevna;ZhenaKorobkina;2
